"age","income","balance","id","fee_1","rate_1","rewards_1","fee_2","rate_2","rewards_2","fee_3","rate_3","rewards_3","fee_4","rate_4","rewards_4","fee_5","rate_5","rewards_5","error1","error2","error3","error4","error5","utility1","utility2","utility3","utility4","utility5","choice"
39,59516.707996348,1207.70515693342,467,100,0.1,1,100,0.25,0,75,0.05,0,75,0.25,1,0,0,0,2.38989921291424,0.0664868115169006,-0.290363758424618,-1.16730838096692,3.47775459142492,33.9791010098101,26.4056886084127,31.4238380384712,27.0468934159289,3.47775459142492,1
59,51783.5066922568,743.999405289462,468,25,0.05,1,100,0.1,0,100,0.2,1,75,0.1,0,0,0,0,0.564985004617404,0.461775246625982,0.459573494916358,1.34577601252984,1.18852864452548,17.9559656930357,13.9777559350443,12.9755541833346,15.2367567009481,1.18852864452548,1
24,50971.822984429,1145.69765609714,469,100,0.2,1,25,0.1,1,25,0.1,1,75,0.25,0,0,0,0,0.257642452152436,3.04524662204112,0.719799553047603,0.70198563213554,-1.05347745252484,29.5836919889171,35.9962961588058,33.6708490898122,27.6530351689002,-1.05347745252484,2
32,59819.134177352,918.924969927058,470,0,0.1,1,0,0.1,0,100,0.05,1,75,0.15,1,0,0,0,0.742317418584517,2.51523671256276,-1.41184884139105,-0.0256264123559951,0.481813946460362,37.5885814693337,37.8615007633119,35.1844152093581,34.4456376383932,0.481813946460362,2
57,58196.9261291697,778.85538818235,471,75,0.15,0,75,0.25,1,75,0.2,1,0,0.2,1,0,0,0,-0.620821405216091,0.282867556155989,2.59985678692734,-1.44874604376731,0.516606935409449,18.4715658045782,18.3752547659502,21.9422439967216,19.018641166027,0.516606935409449,3
27,43702.5527827372,740.004036091759,472,25,0.05,0,25,0.05,0,100,0.15,1,0,0.15,1,0,0,0,0.0605596457124468,2.81174400593877,2.0418520732779,0.36277405342475,1.0937668521326,25.082729511039,27.8339138712653,24.9390219386045,24.7599439187513,1.0937668521326,2
42,61156.4905108111,700.452360019999,473,100,0.2,1,25,0.2,0,75,0.2,0,100,0.1,0,0,0,0,1.16362068994097,4.02812013550605,1.54532056832759,-1.55447239010324,-0.0903323482573583,30.1466376241304,32.6361370696955,29.403337502517,28.4285445440862,-0.0903323482573583,2
57,30170.1257044062,1088.75768840897,474,25,0.05,0,0,0.1,0,100,0.05,0,100,0.15,1,0,0,0,-0.127646324887284,-0.68480412379648,0.00227285179631216,0.813039368462136,0.423077789522978,-1.60803947614201,-3.04019727505121,-2.60312029945842,-2.7923537827926,0.423077789522978,5
49,67842.2739016174,1228.55326984566,475,25,0.25,0,75,0.15,1,25,0.15,1,100,0.05,1,0,0,0,0.513518242260728,1.13401399649327,1.06119475061085,-0.886446545282499,-1.06004318531501,30.0544510586355,33.9249468128681,34.6021275669857,34.0294862710923,-1.06004318531501,3
56,20126.7978785409,888.090896240913,476,100,0.15,0,100,0.25,0,100,0.1,0,25,0.05,1,0,0,0,1.15576650337176,0.954658186916613,1.74653652590925,-0.248377653369613,-0.647050813596112,-11.9864552998685,-14.6875636163236,-10.145685277331,-8.26559945660986,-0.647050813596112,5
66,45225.2602434177,759.228895033903,477,0,0.05,1,100,0.25,1,0,0.25,0,100,0.1,0,0,0,0,2.25597483745873,3.1773171573807,1.0609228906328,0.384957346198096,-1.11898617406404,10.9474460443637,5.3687883642857,3.2523940975378,4.8264285531031,-1.11898617406404,1
46,56876.4683116154,1491.94339857047,478,0,0.1,0,25,0.1,1,75,0.1,1,75,0.25,1,0,0,0,-0.342389996428644,1.43822555097571,0.686012033697159,4.50095955840149,-0.66759516820261,25.5026080684445,28.4082236158488,26.9060100985703,26.9709576232746,-0.66759516820261,2
58,103199.263305802,1323.87527475236,479,100,0.1,0,100,0.25,1,75,0.2,0,0,0.1,0,0,0,0,0.898217890688555,3.43496060283767,3.32757101464256,-0.655781103172541,0.703354506222433,58.6175917006202,58.9043344127693,58.9219448245742,58.5635927067591,0.703354506222433,3
30,60346.9684004738,1040.18275519982,480,25,0.25,0,75,0.1,0,100,0.25,1,75,0.2,1,0,0,0,-0.343072901407216,1.61534142366464,1.68301272578882,0.749153252327966,2.95349393411144,32.3268502389955,37.2852645640674,34.7279358661916,35.4190763927307,2.95349393411144,2
59,47802.9375380162,995.532474693298,481,0,0.15,1,100,0.25,1,100,0.25,1,0,0.05,0,0,0,0,-1.5872832466272,3.16470660108778,4.10274683726856,-0.654364916501875,0.0323653054220631,10.2952136606866,11.0472035084016,11.9852437445823,12.2281319908119,0.0323653054220631,4
47,41394.0532774843,814.329627156341,482,100,0.1,0,100,0.1,0,75,0.05,0,100,0.15,1,0,0,0,-1.36530939991203,-0.33915520840917,0.992407379032398,-1.01873793773883,-0.161209485040871,9.31963588594961,10.3457900774525,13.302352664894,9.91620734812282,-0.161209485040871,3
45,34340.9704520681,850.4244977163,483,75,0.2,1,100,0.2,0,100,0.1,1,0,0.05,0,0,0,0,0.146669534740549,-0.706850150481448,-0.151099101549503,1.42417246448518,1.45874813506335,5.21149441899843,2.48297473377643,7.03872578270837,9.86399734874306,1.45874813506335,4
41,26437.9823179471,878.785088093088,484,100,0.15,1,0,0.05,1,0,0.15,1,25,0.25,1,0,0,0,0.611712698723348,1.11959785259875,0.990492574489656,1.75670821828586,0.871943784806268,1.8339976689784,6.3418828228538,3.71277754474471,1.60399318854091,0.871943784806268,2
67,76303.8153777887,1345.01724042749,485,100,0.1,0,25,0.15,1,75,0.2,1,25,0.05,0,0,0,0,0.0549938569536334,-0.418540216200043,-1.112355557921,0.21619718016167,-0.0200540575345051,30.4132369280741,31.3147028549204,28.6208875131994,32.9494402512821,-0.0200540575345051,4
52,35071.5110497194,1139.1367386628,486,25,0.25,1,0,0.05,1,0,0.25,1,25,0.15,0,0,0,0,2.32150130855779,1.83836799236389,1.87153169245039,1.24569017732784,-0.763823204222407,4.00728570081931,8.89915238462541,3.93231608471192,3.93147456958936,-0.763823204222407,2
53,65746.5643171059,1010.98572206216,487,75,0.2,0,75,0.25,1,75,0.25,0,75,0.1,0,0,0,0,1.13079101116784,-0.696279420707422,-0.850088036077201,-0.159673700274231,4.40255365810827,27.3903706807079,25.8133002488326,24.1594916334629,28.5999059692658,4.40255365810827,4
58,50748.378429186,824.705267447391,488,0,0.25,1,75,0.05,1,0,0.2,0,75,0.25,1,0,0,0,-1.43352422297873,0.98415686229187,2.24030497633174,-0.118804773689089,0.0969609937884419,10.9525974418294,17.2452785271,14.3764266411398,11.142316891119,0.0969609937884419,2
66,57385.4922364928,1376.14907996621,489,0,0.15,1,25,0.2,0,100,0.2,0,100,0.05,1,0,0,0,1.85739660654764,-0.256470413849975,1.20372256140014,-1.02534125472941,-0.762978863125735,18.3850650075665,13.1461979871689,13.481390962419,16.5023271462895,-0.762978863125735,1
38,72082.8452210826,994.337832264417,490,0,0.2,1,0,0.1,1,75,0.2,0,25,0.1,0,0,0,0,0.621666475666694,1.69379959398471,3.45678202113138,0.803329933951827,2.83359503935606,42.3920849135869,45.9642180319049,42.6022004590516,43.1987483718721,2.83359503935606,2
48,46056.0361958187,1077.01440801762,491,75,0.2,0,0,0.25,1,75,0.1,1,75,0.15,1,0,0,0,2.8925208250975,-1.14887272362457,0.0191021824644028,1.23677604195753,1.26320956936559,14.9151515915434,12.2487580428213,16.0417329489103,16.0094068084034,1.26320956936559,3
53,51594.614526406,1292.78045972222,492,100,0.15,1,0,0.05,0,100,0.2,1,0,0.1,1,0,0,0,-0.131864565094809,0.573452686986071,0.662159744752143,0.301418769931654,0.17771086998996,16.4735577823503,19.6788750344312,16.0175820921973,19.6568411173768,0.17771086998996,2
38,57538.0701240418,1156.86576690098,493,25,0.2,1,75,0.25,0,100,0.25,1,100,0.1,1,0,0,0,-0.395710044629983,1.50398655876692,0.221510684417702,-0.0603835961674706,-0.39727461408358,28.6366495608056,27.0363461642025,26.8788702898532,30.3469760092681,-0.39727461408358,4
22,29907.4743850517,1143.63100268645,494,75,0.05,0,25,0.1,1,100,0.15,0,100,0.05,1,0,0,0,0.16214568317113,-0.540407109536465,-0.438790364561723,1.366295593225,0.458076788035716,15.2084989104651,15.5059461177575,11.7325628627323,17.537648820519,0.458076788035716,4
25,59735.5169873386,875.819724085406,495,100,0.05,0,100,0.25,0,100,0.25,1,100,0.05,0,0,0,0,0.36847978756925,1.02922801979345,-1.04522304284114,-0.436611003017466,0.478148694697046,38.8936692268071,34.5544174590313,33.9799663963967,38.0885784362204,0.478148694697046,1
66,62596.7099335384,1166.45474286415,496,100,0.05,0,0,0.25,1,75,0.05,0,0,0.2,0,0,0,0,-0.377448941042267,0.0401133055760665,1.17066643629877,3.0444300380269,0.189601657317644,20.0797545024653,18.4973167490837,22.0028698798064,21.2516334815345,0.189601657317644,3
27,22430.8994338089,1002.73816394384,497,75,0.25,0,25,0.25,1,100,0.25,0,100,0.2,0,0,0,0,3.11951554045534,2.99192624773788,-0.467799229690907,-0.318377319755385,1.30098408705474,4.31078005919292,6.43319076647546,0.348465289046669,1.74788719898219,1.30098408705474,2
21,42932.8421451441,995.889059555876,498,0,0.15,0,75,0.05,0,75,0.1,0,0,0.15,0,0,0,0,0.497968142081815,0.716810819705589,-0.419901335548915,-0.449419579471559,0.979880201512331,25.7408839654543,27.3347266430781,24.9480144878236,24.7934962439009,0.979880201512331,2
65,35684.5013137607,1346.94658917779,499,25,0.15,0,25,0.15,0,100,0.1,1,75,0.1,0,0,0,0,1.31748791574182,-0.187313536731928,-0.802102396374025,-0.174486482836977,-0.918948742365935,-1.97568596756158,-3.48048742003532,-2.47027627967742,-2.96766036614037,-0.918948742365935,5
24,77156.8051181721,633.398773142745,500,0,0.05,1,100,0.25,0,0,0.25,0,0,0.25,1,0,0,0,1.53486964980928,0.731848558838023,0.809716361915038,-0.181853773024125,0.228477433440668,58.3681540002556,49.5651329092843,51.1430007123614,51.6514305774222,0.228477433440668,1
68,50075.086106204,1213.09959592301,501,0,0.2,0,100,0.25,0,25,0.2,0,0,0.25,0,0,0,0,-0.0200207972861726,0.548871151944198,0.85593357499101,0.123042180729642,1.58440415288745,6.54380239298722,4.3626943422176,7.04475676526441,5.43686537100304,1.58440415288745,3
53,54490.4359238927,811.525544228156,502,25,0.2,0,75,0.1,0,0,0.2,1,0,0.1,0,0,0,0,-0.515705908256145,-0.0944727205667009,2.34307199951186,-1.20922675240061,-0.905150451218852,16.9261646270526,19.0973978147421,21.6599425348207,19.1076437829082,-0.905150451218852,3
37,61050.5903039848,1496.46091670801,503,75,0.15,0,75,0.1,1,100,0.15,0,0,0.2,1,0,0,0,0.618920283855651,-0.345629885864053,0.746129215212611,-0.562994331178864,1.69095809153961,32.1369220422428,33.9223718725231,31.8891309735997,32.3300074272082,1.69095809153961,2
27,14108.8689643213,867.472241683619,504,25,0.2,1,0,0.15,1,100,0.2,0,75,0.2,1,0,0,0,-0.421967672078016,-0.977736241704539,-0.808636038947848,0.89903254316598,3.16040163512923,-2.8044290524049,-1.73519762203142,-5.81609741927473,-2.2334288371609,3.16040163512923,5
35,31831.9757265885,1223.13622285185,505,75,0.25,1,25,0.15,1,75,0.05,1,100,0.2,1,0,0,0,1.99997130673552,-1.32120777754736,-0.561822363846967,1.47752870830578,0.0911644936253168,8.68215067433572,8.61097159005283,11.1203570037532,9.03470807590598,0.0911644936253168,3
47,46712.0110950152,576.853402783751,506,75,0.15,0,100,0.1,0,25,0.15,0,100,0.15,1,0,0,0,-0.931364873576437,1.08347212121751,1.17675846800107,1.9025817613751,0.892547930551108,13.3988445571865,16.2886815519804,16.256967898764,17.357791192138,0.892547930551108,4
34,60304.9847010017,1257.75418353396,507,75,0.2,1,0,0.15,1,75,0.05,0,25,0.15,0,0,0,0,-0.963497365910222,-0.412830807795735,-0.633994732419457,-1.01339679060753,0.320116277126417,31.6707396299412,34.5964061880557,34.250242263432,32.1208402052439,0.320116277126417,2
66,38160.8972609094,932.251994582659,508,0,0.2,1,25,0.1,1,100,0.2,0,100,0.05,0,0,0,0,3.73125420885703,0.512386456366885,-1.46621598424133,-1.10059386369617,1.79587064011443,2.66801688063004,1.5741491281399,-5.52945331246831,-1.41383119192316,1.79587064011443,1
51,56968.4290269507,902.37788832157,509,100,0.1,0,0,0.1,1,100,0.25,0,0,0.2,0,0,0,0,1.29000309818616,1.51369723753045,1.17783680070815,1.97093083611457,0.774252925952083,23.2131677710943,26.4368619104386,19.3510014736163,22.8940955090227,0.774252925952083,2
19,73594.6165795184,1151.63999394523,510,100,0.25,1,75,0.05,1,0,0.2,1,75,0.05,0,0,0,0,2.10670540257631,-0.0597387718506495,0.734764474844177,2.45607163521736,0.630598645061377,51.912129495167,55.12068532074,53.2901885674349,56.136495727808,0.630598645061377,4
33,39200.4995602999,1249.43395683426,511,100,0.25,1,25,0.25,0,25,0.05,0,0,0.05,0,0,0,0,0.936101027462187,1.01524148784657,0.0553011808544569,3.50588169771619,0.158730264586038,14.5065256537171,14.2106661141015,18.2507258071094,22.0763063239711,0.158730264586038,4
42,22170.4187434889,551.804606416943,512,100,0.2,1,75,0.1,1,25,0.1,1,25,0.15,0,0,0,0,2.39462101452104,-0.181675775035836,0.458207191494765,-1.17903226149019,0.178028665782077,-1.76052305351342,-1.46181984307029,-0.0719368765396873,-4.45917632952465,0.178028665782077,5
70,60057.0231025051,686.215558518568,513,100,0.15,1,25,0.1,1,100,0.15,0,0,0.1,1,0,0,0,-0.546275662917423,-0.254686603208041,3.11196696437359,0.0874105289152269,0.112744701580618,14.7521939742119,17.4187830339213,16.9104366015029,18.1358801660446,0.112744701580618,4
48,52516.4443850813,1220.21877016619,514,100,0.15,1,100,0.25,0,75,0.1,1,25,0.2,0,0,0,0,0.463467412931482,0.0323358397421828,0.552582328571971,-0.482388318743764,0.55289463221539,20.3524451402505,15.9213135670612,22.066560055891,17.7815894085753,0.55289463221539,3
26,39548.08254516,972.418244206269,515,25,0.05,0,75,0.1,0,100,0.05,1,75,0.1,1,0,0,0,1.01264670027674,2.45074336274,1.81801539789546,0.691568054651758,0.559581717360008,23.0035168636628,22.441613526126,24.1838855612815,22.1824382180378,0.559581717360008,3
64,58446.2434236479,922.745866510134,516,100,0.2,1,25,0.15,1,100,0.25,0,25,0.2,0,0,0,0,-0.290510989644172,0.152667934594729,-1.35023653336951,-1.24220399625303,0.371463824627799,15.3887959204566,18.2069748446955,11.5790703767312,14.0621029138477,0.371463824627799,2
52,37052.0444271242,591.64837290704,517,75,0.2,0,100,0.15,1,0,0.05,1,25,0.25,1,0,0,0,-0.632045855434677,-1.10324940383192,0.0544475643363613,0.58689314187634,-0.852789434745032,1.73719190762086,3.64098835922362,8.79868532739189,3.95613090493187,-0.852789434745032,3
64,48153.5793777883,776.627570289309,518,75,0.25,0,100,0.15,0,25,0.25,1,0,0.2,1,0,0,0,0.674925974850356,0.328378592482922,0.471509537693612,-0.24616318639903,0.388005675682156,5.23046844597043,7.008921063603,7.27705200881369,8.18437928472105,0.388005675682156,4
52,47620.4851372848,1137.09048839809,519,0,0.1,1,100,0.2,1,25,0.1,1,100,0.05,0,0,0,0,-0.366884666026688,2.13976448959407,-1.04660462159391,0.779466439000523,0.89840891382638,16.1105277006653,14.6171768562861,15.0558077450981,15.5068788056926,0.89840891382638,1
28,19042.3690677357,893.643966645552,520,75,0.1,0,25,0.05,1,0,0.2,0,100,0.05,0,0,0,0,0.0135883154875483,-1.11014557270346,0.88919067114548,1.60255078036671,1.14482117109552,1.57460202306287,3.95086813487187,1.0752043787208,4.03856448794204,1.14482117109552,4
56,91700.1889926126,1298.59703807087,521,75,0.25,1,100,0.1,0,75,0.25,1,0,0.2,0,0,0,0,-0.791387691837407,0.343435486814761,-0.286406488850745,-1.59376830196231,2.80678531983605,46.2787729518833,49.2885961305355,46.78375415487,46.3513923417584,2.80678531983605,2
53,58748.0898514576,1120.76977724384,522,75,0.2,1,0,0.25,0,75,0.1,0,100,0.25,0,0,0,0,-0.392543910964838,4.60879827630479,0.800008078382307,-0.361384252629408,-0.0190760381347177,21.4183324627742,24.7946746500438,23.6108844521213,18.3244921211096,-0.0190760381347177,2
43,90168.9007278832,632.329832643185,523,100,0.15,0,75,0.2,0,100,0.1,1,75,0.2,1,0,0,0,-0.356260997886647,1.92962357760535,-0.641160597950063,0.104697890867672,-1.24494544978125,52.5373046208141,53.9481891963061,55.0024050207506,53.6232635095684,-1.24494544978125,3
39,72130.5942769977,1459.52934282606,524,75,0.25,0,25,0.25,1,25,0.1,0,75,0.2,0,0,0,0,1.21570820288438,1.51830807959513,0.207950729379484,3.97451377706416,2.51797306709825,38.6517133383324,41.2043132150432,42.1439558648275,42.6605189125122,2.51797306709825,4
25,59231.283718758,1237.90604239188,525,25,0.1,0,100,0.1,1,25,0.1,1,100,0.2,1,0,0,0,1.94600430727038,0.183604829325629,1.25769523023801,1.9734296819392,-0.40078877365345,39.9175954682146,38.5301959902699,40.7292863911823,37.8200208428835,-0.40078877365345,3
64,20286.66907675,1194.06131955971,526,25,0.15,0,25,0.05,1,0,0.05,0,75,0.2,1,0,0,0,0.851724128277367,0.640163464627314,-0.312858213128228,0.421970436729966,-0.287763836405594,-15.0296071564851,-11.2411678201352,-13.3191894978907,-15.9593608480326,-0.287763836405594,5
64,71487.0463993156,946.042294458331,527,75,0.1,1,75,0.1,1,0,0.2,0,100,0.05,0,0,0,0,0.881315694318387,1.97025144051106,0.983000366636034,-0.875159433252373,1.77959672566114,30.5203051337366,31.6092408799293,27.7469898060543,28.1388300061659,1.77959672566114,2
51,56670.6896654865,1067.58537466365,528,100,0.15,0,100,0.25,0,100,0.05,1,25,0.2,0,0,0,0,0.843680243171928,-0.243183889145243,0.511475517052534,-0.486624190782947,4.61188623620168,21.2637664588354,17.6769023265183,24.931561732716,19.8084620248806,4.61188623620168,3
36,37419.4411459423,1546.08333441795,529,0,0.2,1,75,0.05,0,75,0.2,1,100,0.15,1,0,0,0,2.0570787551007,2.27588855670259,0.00180176913881034,1.72033558708058,-0.26393183713852,15.3636037291517,16.7074135307536,12.1833267431898,14.7768605611315,-0.26393183713852,2
55,52096.3837974594,843.625867976505,530,75,0.15,1,25,0.2,0,100,0.05,1,0,0.15,0,0,0,0,3.32414017740168,0.427753306326704,-0.668219792318297,0.670836954220673,-0.663378406061089,19.7310664052422,14.8346795341672,17.8637064355222,16.7027631820612,-0.663378406061089,1
55,75653.2554131389,1106.84133025085,531,0,0.15,0,100,0.25,0,75,0.2,0,75,0.15,1,0,0,0,0.805960952189051,-0.546010391075295,3.29783168207459,-0.181325637972492,0.420217702725029,36.8612280533571,31.5092567100928,36.9780987832427,36.2489414631956,0.420217702725029,3
48,71646.496030076,1783.50032276559,532,0,0.1,1,100,0.05,1,25,0.05,0,0,0.05,1,0,0,0,-1.08946501141238,2.333076120322,1.06450933450089,-0.14042918917498,2.61369740184111,37.8100566141522,40.9825977458866,39.3390309600655,40.0090924363896,2.61369740184111,2
64,52780.3095053723,763.479311983839,533,100,0.25,0,75,0.05,1,25,0.2,1,0,0.05,0,0,0,0,0.494006136540446,0.898611136059064,1.19982700367229,0.788883532078613,0.515274903621465,8.60726921610692,15.8868742156255,13.1880900832388,15.4021466116451,0.515274903621465,2
61,32295.0041238352,1240.02698013817,534,25,0.15,0,75,0.25,0,100,0.1,1,0,0.2,0,0,0,0,0.393806442452463,0.417681450551709,-0.278724013920685,-0.446887915683602,1.39072930055027,-3.78044005228761,-7.00656504418836,-2.82797050866076,-5.49613441042367,1.39072930055027,5
33,80934.4171802984,1188.36212625721,535,25,0.05,1,0,0.2,1,0,0.2,1,75,0.1,1,0,0,0,1.18058857233586,-0.59327254433729,0.953722780303438,1.34508779628634,0.855263279316757,56.3498431755895,51.2009820589164,52.7479773835571,54.51434239954,0.855263279316757,1
61,93763.6767258082,604.245399597677,536,75,0.15,0,25,0.1,1,25,0.1,1,75,0.15,1,0,0,0,0.855829044957668,4.92683470665338,2.87047663054969,-0.800045843738804,-0.271358186230425,48.1799542618946,55.7509599235903,53.6946018474866,48.0240793731981,-0.271358186230425,2
57,45277.4278911462,1121.76617418222,537,75,0.15,1,100,0.1,0,75,0.25,1,0,0.05,0,0,0,0,0.0655614148161192,0.338650001089255,-1.25324956186801,0.9487164792091,0.155537966122464,9.67637512229036,9.32446370856349,5.85756414560622,12.6845301866833,0.155537966122464,4
60,33980.3892411723,609.31672285515,538,100,0.1,1,25,0.25,0,25,0.05,0,75,0.1,0,0,0,0,1.5425120952423,1.24909791455341,3.38350935185294,-1.42424336573224,1.63421507620797,0.925842950238786,-3.4925712304501,3.64184020684943,-3.16591251073576,1.63421507620797,3
43,55094.2778667669,1131.87999197017,539,25,0.1,1,75,0.1,0,100,0.05,1,75,0.15,0,0,0,0,0.233948579206927,-0.362285429970267,-1.31739566357424,-0.272189257580661,-0.354179366691888,27.1890847659588,24.3428507567816,25.7627405231776,23.1829469291712,-0.354179366691888,1
49,59660.8028733702,161.244137381552,540,75,0.15,1,75,0.25,1,100,0.25,0,25,0.1,0,0,0,0,-1.35904503046314,-0.690295713797449,-0.517757228464951,0.0369115888761251,-0.819516965748066,24.4776374119015,22.6463867285672,20.9439252138997,26.3735940312408,-0.819516965748066,4
40,7010.89481550534,1131.51392082984,541,0,0.1,1,100,0.1,0,75,0.05,1,25,0.15,0,0,0,0,1.27331530792413,0.875822083953622,-0.121148548337764,-0.207016183791301,0.0535185432352344,-10.7674240988963,-14.1649173228668,-12.0368879551582,-15.3727555906118,0.0535185432352344,5
56,28823.6625711336,1170.33930830889,542,0,0.15,0,75,0.2,0,0,0.1,1,0,0.25,1,0,0,0,3.13915168962364,1.30556454369794,0.195751469189357,0.825685864307803,-0.204303327210315,-1.11073512491277,-5.31932227083846,-1.30413534534705,-4.4242009502286,-0.204303327210315,5
55,38425.8145938451,1334.33225842148,543,0,0.05,1,25,0.05,0,0,0.05,0,25,0.2,0,0,0,0,-1.12722961893684,-0.475495598967048,-0.475892752971162,0.267689869354153,-0.016565134319214,7.28471278583152,6.06144680580132,6.43604965179721,3.05463227412252,-0.016565134319214,1
58,79306.2636254207,1099.22493475875,544,75,0.1,1,100,0.1,1,25,0.25,1,75,0.25,0,0,0,0,0.512216958659558,-0.0952323138558829,-0.909409682196923,-0.736208661725187,1.93766628813327,39.7975410402671,38.8150917677517,35.3759143994106,33.2991154198824,1.93766628813327,1
25,44013.5325304303,583.390993823152,545,100,0.05,1,0,0.05,0,0,0.05,0,75,0.25,1,0,0,0,-0.55464115235886,-0.757426837352534,0.588111042770432,0.742258042619598,0.0455901791725031,26.1068614985069,25.9040758135132,27.2496136936362,22.7787606934854,0.0455901791725031,3
28,40206.9739396901,727.36231204333,546,25,0.25,1,100,0.05,0,0,0.1,0,75,0.15,1,0,0,0,1.43173776806097,0.267463549741884,0.829335935922619,0.506347666171911,-1.03395879542291,19.4826656167975,20.6933913984784,21.5052637846592,20.3072755149085,-1.03395879542291,3
25,42010.935973345,1078.50191705973,547,25,0.2,1,0,0.25,1,100,0.05,0,25,0.25,1,0,0,0,-0.0586375037991863,-0.0535836727314555,0.979583719273402,1.71883486388994,1.63477504521422,22.275658073544,21.4057119046118,24.4388792966166,22.8031304412332,1.63477504521422,3
66,49619.5666266922,1366.18303781226,548,75,0.05,0,100,0.25,0,75,0.05,0,100,0.1,0,0,0,0,2.4856148750992,0.438674592765397,1.12615335020584,0.0782656461457948,-0.163644876078188,12.2872465077876,4.86530622545375,10.9277849828942,8.25489727883414,-0.163644876078188,1
31,44842.9448026548,1071.81431572239,549,100,0.15,0,0,0.05,1,0,0.05,0,0,0.25,1,0,0,0,1.47677243256812,0.739132559471778,2.24017033076431,0.430546239300332,3.42380682561872,21.8432755148247,26.6056356417283,26.6066734130209,21.2970493215569,3.42380682561872,3
65,51376.5066493513,968.571023308656,550,0,0.2,1,100,0.1,0,25,0.15,1,0,0.15,1,0,0,0,5.4225029162595,-0.589265534870429,0.172697289108695,1.59293540339384,0.561867685642358,16.0925335682081,9.58076511707817,11.7177279410573,13.5129660553424,0.561867685642358,1
68,15535.2892781456,507.218486206787,551,25,0.1,1,25,0.15,1,75,0.25,1,0,0.2,0,0,0,0,0.477160763031969,0.420631544688472,-0.532723436771892,-0.248304751557211,0.100540209607709,-18.6928433505443,-19.9993725688878,-24.2027275503482,-23.0433088651335,0.100540209607709,5
21,58356.0982761167,881.223436305891,552,25,0.25,1,25,0.1,0,75,0.2,1,75,0.15,0,0,0,0,1.00589809587934,-0.280416124390589,-1.35979160932355,-0.861932913953414,0.604623653578922,37.9835816305785,38.9472674103086,36.1178919253756,36.3657506207457,0.604623653578922,2
31,65640.0162542882,1246.25010784555,553,25,0.25,0,75,0.15,1,75,0.2,0,25,0.25,1,0,0,0,1.27450630232862,-0.35498840547427,1.51322612119458,-0.651330536623171,0.681397708284655,37.9435201184736,39.5640254106707,38.6822399373395,37.5176832795218,0.681397708284655,2
26,3316.16307137919,1347.2462235114,554,75,0.2,1,75,0.15,0,25,0.2,0,100,0.15,0,0,0,0,-0.017287679958748,2.32645219705006,-0.099582967009705,0.490028980120884,-0.0517741910687326,-11.8235490692864,-9.72980919227763,-12.6558443563374,-11.9412324092068,-0.0517741910687326,5
47,30923.6279560655,850.698488129474,555,25,0.2,0,100,0.15,0,75,0.2,0,100,0.2,1,0,0,0,0.654038833296679,0.685543858950115,2.31698919401491,0.448467552525244,-1.05712663204783,1.06412259595238,1.22062762160582,1.97707295667062,1.23355131518095,-1.05712663204783,3
18,38714.7707670225,658.967977180035,556,100,0.15,1,75,0.25,1,100,0.05,0,0,0.15,0,0,0,0,0.812020857233106,0.846306226387213,-0.952443113724733,1.4382908147519,0.683782279334098,23.9695760092022,21.8788613783563,23.2051120382444,24.595845966721,0.683782279334098,4
53,23645.4339939648,1112.05907750211,557,0,0.25,1,0,0.25,0,25,0.15,0,0,0.25,1,0,0,0,4.91008774453444,-1.23512017254842,-0.766048442965083,-0.361102170488331,-0.662277065642385,-3.24129336059549,-10.8865012776783,-8.29242954809501,-8.51248327561826,-0.662277065642385,5
61,58805.9646771804,469.077684259747,558,25,0.2,0,75,0.05,0,0,0.25,1,100,0.2,1,0,0,0,-0.465682251454202,1.48474584726008,2.79969012122386,-0.074905225173205,1.15987523226961,16.6443877241492,21.5948158228634,20.5347600968272,17.4101647504301,1.15987523226961,2
39,88246.4719334484,1219.26379679839,559,100,0.15,0,100,0.1,1,0,0.05,0,75,0.05,0,0,0,0,0.0998242959214702,-0.52496734076404,2.98408859351025,0.590702799128903,1.18528182643039,53.3593254393526,55.4845338026671,60.2435897369414,56.72520394256,1.18528182643039,3
39,55390.2368572706,1478.25965855306,560,100,0.2,0,100,0.05,1,0,0.1,0,25,0.15,1,0,0,0,0.0438415777374471,-1.00652608390165,-0.468481085244505,-0.191120898644617,-0.0113216715559019,24.1255429064174,28.3251752447784,27.6132202434355,27.7655804300354,-0.0113216715559019,2
36,13473.9739296628,812.409331820847,561,0,0.1,1,75,0.05,0,75,0.15,1,75,0.05,1,0,0,0,1.17238598350015,-0.966280988509583,1.61824523116284,0.271862576375018,-0.55368261364286,-3.37473617628651,-6.88840314829624,-5.30387692862382,-4.15025958341164,-0.55368261364286,5
21,73177.8256622752,971.984859575197,562,0,0.25,0,25,0.25,1,25,0.05,1,0,0.2,0,0,0,0,0.049880082147797,-0.594079567841427,1.62511958568747,1.68803994617729,3.11460808376065,48.5010318950817,48.9820722450925,56.2012713986214,51.3891917591112,3.11460808376065,3
68,73017.8407513417,802.311755669957,563,100,0.25,1,0,0.05,1,25,0.2,1,75,0.15,1,0,0,0,2.43768832505275,0.968817263438208,1.01734289065208,-0.258101539974128,3.60073693423146,27.2528529636932,32.2839819020786,28.2075075292925,27.4320630986663,3.60073693423146,2
